Selection Year,JO Type,Job Network,Entity,Gender,Nationality,Region,Job Family,Level,Posting Year,JO Number,Applicant Number,JO Selection,Candidate Rostered?,Entity Type,SelectionMonth,PostingMonth,Job Code,Job_Family,Recruitment Timeline (Days)
2018,RfR,ITECNET,UN-PKO-1,Female,Canada,Western Europe and Others,Information Management Systems and Technology,P-4,2018,302208,442536,Roster,Yes,Peacekeeping Mission,2018-09-01,2018-07-01,UNS:2109,IST,52
2019,PSJO,MAGNET,UN-OAH-2,Female,Uzbekistan,Asia-Pacific,Human Resources,P-3,2018,322422,442701,Non-roster,No,OAH,2019-04-01,2018-12-01,UNS:3819,HRE,122
2021,PSJO,DEVNET,UN-DEPT-3,Female,Germany,Western Europe and Others,Public Administration,P-4,2020,384459,456621,Non-roster,Yes,Department,2021-10-01,2020-01-01,UNS:3618,PBA,632
2018,RfR,POLNET,UN-PKO-1,Male,Rwanda,Africa,Civil Affairs,P-4,2018,285957,470004,Roster,Yes,Peacekeeping Mission,2018-04-01,2018-04-01,UNS:2339,CIV,22
2022,RfR,LOGNET,UN-PKO-1,Male,"Tanzania, United Republic of",Africa,Procurement,P-5,2020,433194,503181,Roster,Yes,Peacekeeping Mission,2022-02-01,2020-11-01,UNS:10136,PRO,465
2017,PSJO,POLNET,UN-PKO-1,Female,France,Western Europe and Others,Rule of Law,P-3,2016,162897,504459,Non-roster,No,Peacekeeping Mission,2017-02-01,2016-01-01,UNS:4297,ROL,390
2022,PSJO,LOGNET,UN-PKO-1,Male,Cote D'Ivoire,Africa,Engineering,P-5,2021,454416,506388,Non-roster,No,Peacekeeping Mission,2022-01-01,2021-03-01,UNS:2071,ENG,309
2019,RfR,LOGNET,UN-PKO-1,Male,Cote D'Ivoire,Africa,Engineering,P-4,2018,285615,506388,Roster,Yes,Peacekeeping Mission,2019-05-01,2018-04-01,UNS:3156,ENG,399
2018,RfR,POLNET,UN-PKO-1,Male,Gabon,Africa,Political Affairs,P-5,2018,285420,510471,Roster,Yes,Peacekeeping Mission,2018-04-01,2018-03-01,UNS:8722,POL,26
2021,PSJO,MAGNET,UN-OFFICE-5,Male,Uganda,Africa,Administration,P-5,2021,479640,511392,Roster,Yes,Office,2021-10-01,2021-08-01,UNS:3243,ADM,68
2018,PSJO,INFONET,UN-OAH-2,Male,France,Western Europe and Others,Documentation and Information Management,P-3,2018,271578,513630,Non-roster,No,OAH,2018-11-01,2018-01-01,UNS:4477,DOC,302
2020,PSJO,MAGNET,UN-OAH-2,Male,Trinidad and Tobago,Latin American and Caribbean,Finance,P-3,2020,399378,527691,Roster,Yes,OAH,2020-04-01,2020-03-01,UNS:1012,FIN,34
2017,PSJO,DEVNET,UN-DEPT-3,Male,China,Asia-Pacific,Economic Affairs,P-5,2017,218277,531684,Non-roster,No,Department,2017-09-01,2017-01-01,UNS:7605,ECO,229
2020,PSJO,POLNET,UN-PKO-1,Male,Lebanon,Asia-Pacific,Political Affairs,P-3,2019,371961,546798,Non-roster,No,Peacekeeping Mission,2020-11-01,2019-10-01,UNS:5119,POL,399
2021,RfR,MAGNET,UN-PKO-1,Female,Guyana,Latin American and Caribbean,Administration,P-3,2021,440058,555822,Roster,Yes,Peacekeeping Mission,2021-04-01,2021-01-01,UNS:2506,ADM,87
2019,PSJO,DEVNET,UN-DEPT-3,Female,Japan,Asia-Pacific,Programme Management,P-4,2019,344088,562692,Non-roster,No,Department,2019-11-01,2019-04-01,UNS:5283,PGM,224
2022,PSJO,POLNET,UN-PKO-1,Female,China,Asia-Pacific,Political Affairs,P-5,2020,429126,569679,Non-roster,No,Peacekeeping Mission,2022-03-01,2020-11-01,UNS:7501,POL,492
2018,RfR,MAGNET,UN-PKO-1,Female,Canada,Western Europe and Others,Administration,P-4,2018,310854,570216,Roster,Yes,Peacekeeping Mission,2018-10-01,2018-09-01,UNS:1103,ADM,23
2022,PSJO,INFONET,UN-OAH-2,Female,Switzerland,Western Europe and Others,Language,P-5,2022,516996,584364,Non-roster,No,OAH,2022-01-01,2022-01-01,UNS:8694,LAN,10
2019,RfR,LOGNET,UN-PKO-1,Female,France,Western Europe and Others,Procurement,P-3,2018,322797,586113,Roster,Yes,Peacekeeping Mission,2019-02-01,2018-12-01,UNS:5223,PRO,76
2021,RfR,POLNET,UN-PKO-1,Male,Cameroon,Africa,Political Affairs,P-3,2021,459888,588042,Roster,Yes,Peacekeeping Mission,2021-06-01,2021-04-01,UNS:5119,POL,59
2021,RfR,POLNET,UN-PKO-1,Male,Canada,Western Europe and Others,Human Rights Affairs,P-4,2021,446106,595455,Roster,Yes,Peacekeeping Mission,2021-05-01,2021-02-01,UNS:3876,HRI,109
2017,PSJO,DEVNET,UN-DEPT-3,Female,United States of America,Western Europe and Others,Economic Affairs,P-4,2016,210435,602694,Non-roster,No,Department,2017-06-01,2016-12-01,UNS:7284,ECO,170
2017,RfR,SAFETYNET,UN-PKO-1,Male,France,Western Europe and Others,Security,P-3,2016,211044,619959,Mixed,Yes,Peacekeeping Mission,2017-02-01,2016-12-01,UNS:5987,SEC,59
2019,RfR,POLNET,UN-PKO-1,Male,Togo,Africa,Human Rights Affairs,P-3,2019,336669,654321,Roster,Yes,Peacekeeping Mission,2019-04-01,2019-02-01,UNS:3873,HRI,42
2017,PSJO,DEVNET,UN-DEPT-3,Male,Austria,Western Europe and Others,Economic Affairs,P-5,2017,244209,663726,Non-roster,No,Department,2017-12-01,2017-07-01,UNS:7333,ECO,148
2017,PSJO,INFONET,UN-PKO-1,Male,Sierra Leone,Africa,Conference Services,P-3,2016,194325,686097,Non-roster,No,Peacekeeping Mission,2017-02-01,2016-08-01,UNS:2509,CON,185
2022,RfR,SAFETYNET,UN-PKO-1,Male,Romania,Eastern European,Security,P-3,2022,516039,688332,Roster,Yes,Peacekeeping Mission,2022-03-01,2022-01-01,UNS:5987,SEC,76
2022,PSJO,INFONET,UN-DEPT-3,Female,Barbados,Latin American and Caribbean,Public Information,P-5,2021,471012,688884,Non-roster,No,Department,2022-03-01,2021-06-01,UNS:6313,PUB,268
2022,RfR,POLNET,UN-PKO-1,Male,Benin,Africa,Security Institutions,P-3,2021,512997,689454,Roster,Yes,Peacekeeping Mission,2022-02-01,2021-12-01,UNS:6096,SEI,44
2017,PSJO,DEVNET,UN-OAH-2,Male,Germany,Western Europe and Others,Programme Management,P-5,2016,186408,694674,Non-roster,No,OAH,2017-11-01,2016-07-01,UNS:6291,PGM,481
2021,PSJO,DEVNET,UN-DEPT-3,Male,Uganda,Africa,Population Affairs,P-4,2018,307626,713202,Non-roster,No,Department,2021-10-01,2018-09-01,UNS:5127,POP,"1,128"
2022,PSJO,INFONET,UN-OAH-2,Male,United States of America,Western Europe and Others,Documentation and Information Management,P-4,2022,516744,717972,Non-roster,No,OAH,2022-09-01,2022-03-01,UNS:7867,DOC,167
2017,PSJO,ITECNET,UN-OAH-2,Male,United States of America,Western Europe and Others,Information Management Systems and Technology,P-3,2016,216048,717972,Roster,Yes,OAH,2017-01-01,2016-12-01,UNS:3981,IST,19
2017,PSJO,INFONET,UN-OAH-2,Male,Morocco,Africa,Language,P-5,2017,242928,719364,Roster,Yes,OAH,2017-08-01,2017-06-01,UNS:8453,LAN,47
2017,PSJO,INFONET,UN-OAH-2,Male,Russian Federation,Eastern European,Language,P-5,2016,203295,728286,Roster,Yes,OAH,2017-02-01,2016-10-01,UNS:8702,LAN,137
2021,PSJO,DEVNET,UN-DEPT-3,Female,United States of America,Western Europe and Others,Economic Affairs,P-5,2021,443070,728313,Non-roster,No,Department,2021-08-01,2021-01-01,UNS:7577,ECO,227
2018,RfR,DEVNET,UN-SPM-4,Female,"Venezuela, Bolivarian Rep. of",Latin American and Caribbean,Economic Affairs,P-5,2017,248634,732843,Roster,Yes,Special Political Mission,2018-04-01,2017-07-01,UNS:7333,ECO,271
2021,PSJO,MAGNET,UN-OAH-2,Female,Lithuania,Eastern European,Finance,P-4,2021,480126,736197,Roster,Yes,OAH,2021-07-01,2021-07-01,UNS:3350,FIN,7
2017,PSJO,MAGNET,UN-OAH-2,Female,Lithuania,Eastern European,Finance,P-3,2017,260871,736197,Roster,Yes,OAH,2017-10-01,2017-10-01,UNS:10249,FIN,13
2018,RfR,LOGNET,UN-PKO-1,Male,Uruguay,Latin American and Caribbean,Logistics and Supply Chain,P-5,2017,265971,739143,Roster,Yes,Peacekeeping Mission,2018-01-01,2017-11-01,UNS:6251,LOG,61
2021,PSJO,INFONET,UN-OAH-2,Female,France,Western Europe and Others,Language,P-4,2021,458100,740220,Non-roster,No,OAH,2021-10-01,2021-04-01,UNS:8633,LAN,193
2022,PSJO,INFONET,UN-OAH-2,Female,Uruguay,Latin American and Caribbean,Language,P-5,2021,473310,740400,Non-roster,No,OAH,2022-01-01,2021-06-01,UNS:8703,LAN,219
2017,PSJO,INFONET,UN-OAH-2,Male,Belarus,Eastern European,Language,P-5,2017,237324,740763,Roster,Yes,OAH,2017-06-01,2017-05-01,UNS:8702,LAN,43
2017,PSJO,INFONET,UN-OAH-2,Female,Canada,Western Europe and Others,Language,P-5,2016,208455,740847,Non-roster,No,OAH,2017-10-01,2016-11-01,UNS:8693,LAN,343
2022,PSJO,INFONET,UN-OAH-2,Male,Spain,Western Europe and Others,Language,P-5,2021,473310,741582,Non-roster,Yes,OAH,2022-01-01,2021-06-01,UNS:8703,LAN,219
2018,PSJO,INFONET,UN-OAH-2,Female,United Kingdom,Western Europe and Others,Language,P-5,2018,307320,746271,Roster,Yes,OAH,2018-09-01,2018-09-01,UNS:8700,LAN,20
2019,PSJO,DEVNET,UN-DEPT-3,Male,China,Asia-Pacific,Public Administration,P-5,2018,290943,749997,Non-roster,No,Department,2019-04-01,2018-05-01,UNS:6183,PBA,335
2017,PSJO,MAGNET,UN-OFFICE-5,Female,Belgium,Western Europe and Others,Investigation,P-4,2017,219081,765042,Non-roster,No,Office,2017-02-01,2017-01-01,UNS:4269,ING,24
2019,PSJO,DEVNET,UN-DEPT-3,Female,United States of America,Western Europe and Others,Population Affairs,P-5,2018,277086,766071,Non-roster,No,Department,2019-05-01,2018-03-01,UNS:6286,POP,423
2019,RfR,POLNET,UN-PKO-1,Male,China,Asia-Pacific,Political Affairs,P-3,2018,323955,772548,Roster,Yes,Peacekeeping Mission,2019-02-01,2018-12-01,UNS:5119,POL,79
2017,PSJO,POLNET,UN-OFFICE-5,Male,China,Asia-Pacific,Political Affairs,P-3,2015,141261,772548,Non-roster,No,Office,2017-02-01,2015-12-01,UNS:5119,POL,427
2020,PSJO,LEGALNET,UN-OAH-2,Male,Switzerland,Western Europe and Others,Legal Affairs,P-4,2019,380475,773364,Non-roster,No,OAH,2020-04-01,2019-12-01,UNS:4430,LEG,135
2017,RfR,MAGNET,UN-PKO-1,Male,"Congo, The Democratic Republic",Africa,Administration,P-3,2016,211506,777825,Roster,Yes,Peacekeeping Mission,2017-01-01,2016-11-01,UNS:2506,ADM,48
2018,PSJO,INFONET,UN-OAH-2,Female,Belgium,Western Europe and Others,Language,P-4,2018,274716,783936,Non-roster,Yes,OAH,2018-07-01,2018-01-01,UNS:8633,LAN,190
2019,RfR,POLNET,UN-PKO-1,Male,Senegal,Africa,Political Affairs,P-5,2019,361089,784089,Roster,Yes,Peacekeeping Mission,2019-12-01,2019-09-01,UNS:6285,POL,83
2018,PSJO,INFONET,UN-OAH-2,Male,Australia,Western Europe and Others,Language,P-4,2018,296670,786435,Non-roster,Yes,OAH,2018-11-01,2018-06-01,UNS:8057,LAN,158
2017,PSJO,INFONET,UN-OAH-2,Male,Uzbekistan,Asia-Pacific,Conference Services,P-3,2016,178092,786456,Non-roster,No,OAH,2017-01-01,2016-05-01,UNS:5568,CON,239
2018,PSJO,MAGNET,UN-PKO-1,Male,Cote D'Ivoire,Africa,Administration,P-5,2017,233889,791361,Non-roster,No,Peacekeeping Mission,2018-06-01,2017-04-01,UNS:2045,ADM,425
2018,PSJO,DEVNET,UN-DEPT-3,Male,Germany,Western Europe and Others,Social Affairs,P-4,2018,314262,802683,Roster,Yes,Department,2018-12-01,2018-10-01,UNS:6386,SOC,54
2019,PSJO,DEVNET,UN-DEPT-3,Female,Mexico,Latin American and Caribbean,Statistics,P-4,2018,308847,805953,Non-roster,No,Department,2019-09-01,2018-10-01,UNS:6540,STT,328
2019,PSJO,POLNET,UN-PKO-1,Female,Australia,Western Europe and Others,Human Rights Affairs,P-5,2018,322395,808761,Non-roster,No,Peacekeeping Mission,2019-08-01,2018-12-01,UNS:10422,HRI,267
2021,PSJO,INFONET,UN-OAH-2,Male,China,Asia-Pacific,Language,P-5,2020,423477,809136,Non-roster,Yes,OAH,2021-07-01,2020-09-01,UNS:8699,LAN,316
2018,PSJO,DEVNET,UN-DEPT-3,Female,Brazil,Latin American and Caribbean,Sustainable Development,P-5,2017,218073,815784,Non-roster,No,Department,2018-03-01,2017-01-01,UNS:6345,SUS,416
2021,RfR,INFONET,UN-PKO-1,Male,Burkina Faso,Africa,Public Information,P-5,2020,412131,833142,Roster,Yes,Peacekeeping Mission,2021-01-01,2020-07-01,UNS:6313,PUB,182
2017,PSJO,MAGNET,UN-OFFICE-5,Male,"Korea, Republic of",Asia-Pacific,Finance,P-3,2017,219102,843516,Mixed,Yes,Office,2017-02-01,2017-01-01,UNS:3427,FIN,14
2021,RfR,POLNET,UN-PKO-1,Male,Haiti,Latin American and Caribbean,Rule of Law,P-3,2021,498936,850734,Roster,Yes,Peacekeeping Mission,2021-12-01,2021-11-01,UNS:4297,ROL,51
2018,PSJO,DEVNET,UN-DEPT-3,Female,China,Asia-Pacific,Programme Management,P-4,2018,280254,857601,Roster,Yes,Department,2018-04-01,2018-03-01,UNS:5283,PGM,42
2021,PSJO,POLNET,UN-PKO-1,Male,"Congo, The Democratic Republic",Africa,Rule of Law,P-4,2021,445338,865092,Non-roster,No,Peacekeeping Mission,2021-09-01,2021-02-01,UNS:4298,ROL,195
2017,PSJO,POLNET,UN-PKO-1,Male,Burkina Faso,Africa,Rule of Law,P-3,2016,162897,869655,Non-roster,No,Peacekeeping Mission,2017-01-01,2016-01-01,UNS:4297,ROL,374
2021,PSJO,INFONET,UN-OAH-2,Female,Tunisia,Africa,Language,P-4,2021,473289,870303,Roster,Yes,OAH,2021-07-01,2021-06-01,UNS:8630,LAN,29
2021,PSJO,DEVNET,UN-DEPT-3,Male,Chile,Latin American and Caribbean,Economic Affairs,P-4,2018,316773,870696,Non-roster,No,Department,2021-12-01,2018-11-01,UNS:7284,ECO,"1,124"
2017,PSJO,DEVNET,UN-DEPT-3,Female,China,Asia-Pacific,Sustainable Development,P-5,2016,189585,896058,Non-roster,No,Department,2017-05-01,2016-08-01,UNS:6345,SUS,287
2019,PSJO,DEVNET,UN-DEPT-3,Female,Germany,Western Europe and Others,Programme Management,P-4,2018,316602,899847,Roster,Yes,Department,2019-02-01,2018-12-01,UNS:5283,PGM,61
2019,PSJO,ITECNET,UN-DEPT-3,Male,France,Western Europe and Others,Information Management Systems and Technology,P-3,2018,292368,911658,Non-roster,No,Department,2019-03-01,2018-08-01,UNS:4083,IST,227
2021,PSJO,MAGNET,UN-DEPT-3,Male,China,Asia-Pacific,Finance,P-3,2021,443703,927489,Roster,Yes,Department,2021-07-01,2021-01-01,UNS:3349,FIN,195
2019,PSJO,DEVNET,UN-DEPT-3,Female,Denmark,Western Europe and Others,Programme Management,P-3,2016,207162,942441,Non-roster,No,Department,2019-06-01,2016-12-01,UNS:8412,PGM,920
2019,PSJO,ITECNET,UN-OAH-2,Male,Andorra,Western Europe and Others,Information Management Systems and Technology,P-3,2019,325209,959193,Roster,Yes,OAH,2019-01-01,2019-01-01,UNS:4083,IST,14
2022,RfR,POLNET,UN-PKO-1,Female,Switzerland,Western Europe and Others,Human Rights Affairs,P-4,2022,522279,981363,Roster,Yes,Peacekeeping Mission,2022-03-01,2022-02-01,UNS:3876,HRI,43
2017,PSJO,POLNET,UN-PKO-1,Female,Austria,Western Europe and Others,Human Rights Affairs,P-3,2015,140862,1003341,Non-roster,No,Peacekeeping Mission,2017-03-01,2015-08-01,UNS:5461,HRI,560
2018,PSJO,DEVNET,UN-DEPT-3,Male,Mexico,Latin American and Caribbean,Social Affairs,P-3,2018,277761,1009917,Non-roster,No,Department,2018-09-01,2018-02-01,UNS:6384,SOC,212
2017,PSJO,POLNET,UN-PKO-1,Male,Colombia,Latin American and Caribbean,Human Rights Affairs,P-3,2015,140862,1017765,Non-roster,No,Peacekeeping Mission,2017-06-01,2015-08-01,UNS:5461,HRI,662
2021,PSJO,INFONET,UN-OAH-2,Female,Russian Federation,Eastern European,Language,P-5,2020,391818,1031634,Non-roster,No,OAH,2021-04-01,2020-02-01,UNS:8702,LAN,446
2017,PSJO,INFONET,UN-OAH-2,Female,Russian Federation,Eastern European,Language,P-4,2017,229569,1031634,Roster,Yes,OAH,2017-08-01,2017-03-01,UNS:7548,LAN,144
2019,PSJO,INFONET,UN-OAH-2,Male,Spain,Western Europe and Others,Language,P-4,2019,365928,1048344,Roster,Yes,OAH,2019-09-01,2019-08-01,UNS:8634,LAN,15
2022,PSJO,DEVNET,UN-DEPT-3,Male,Chile,Latin American and Caribbean,Social Affairs,P-5,2021,493719,1097934,Non-roster,No,Department,2022-07-01,2021-09-01,UNS:7583,SOC,307
2019,RfR,POLNET,UN-PKO-1,Female,Canada,Western Europe and Others,Rule of Law,P-3,2018,323820,1105473,Roster,Yes,Peacekeeping Mission,2019-04-01,2018-12-01,UNS:4297,ROL,119
2018,PSJO,INFONET,UN-OAH-2,Male,Russian Federation,Eastern European,Language,P-4,2017,271551,1115760,Roster,Yes,OAH,2018-01-01,2017-12-01,UNS:8234,LAN,22
2020,PSJO,DEVNET,UN-DEPT-3,Male,Ireland,Western Europe and Others,Social Affairs,P-5,2019,380511,1116855,Non-roster,No,Department,2020-07-01,2019-11-01,UNS:7583,SOC,243
2022,PSJO,INFONET,UN-OAH-2,Female,Spain,Western Europe and Others,Language,P-4,2022,515631,1140081,Roster,Yes,OAH,2022-01-01,2022-01-01,UNS:8236,LAN,12
2018,RfR,DEVNET,UN-PKO-1,Female,France,Western Europe and Others,Programme Management,P-4,2017,262677,1146186,Roster,Yes,Peacekeeping Mission,2018-04-01,2017-11-01,UNS:5283,PGM,154
2017,PSJO,ITECNET,UN-OAH-2,Male,Italy,Western Europe and Others,Information Management Systems and Technology,P-3,2016,183393,1156431,Non-roster,No,OAH,2017-03-01,2016-06-01,UNS:4083,IST,273
2018,PSJO,DEVNET,UN-DEPT-3,Male,United States of America,Western Europe and Others,Statistics,P-3,2018,293133,1175238,Non-roster,No,Department,2018-11-01,2018-05-01,UNS:6539,STT,156
2018,RfR,POLNET,UN-PKO-1,Female,United States of America,Western Europe and Others,Civil Affairs,P-3,2018,280320,1180005,Roster,Yes,Peacekeeping Mission,2018-04-01,2018-02-01,UNS:2337,CIV,42
2017,PSJO,DEVNET,UN-DEPT-3,Female,Honduras,Latin American and Caribbean,Programme Management,P-4,2017,236634,1180962,Roster,Yes,Department,2017-05-01,2017-05-01,UNS:5283,PGM,9
2019,PSJO,INFONET,UN-OAH-2,Female,New Zealand,Western Europe and Others,Public Information,P-3,2019,328536,1216935,Non-roster,No,OAH,2019-07-01,2019-01-01,UNS:2438,PUB,169
2017,PSJO,DEVNET,UN-DEPT-3,Male,United Kingdom,Western Europe and Others,Statistics,P-4,2016,164739,1221585,Non-roster,No,Department,2017-06-01,2016-02-01,UNS:6540,STT,491
2018,PSJO,DEVNET,UN-DEPT-3,Male,Norway,Western Europe and Others,Economic Affairs,P-3,2018,279078,1222995,Roster,Yes,Department,2018-05-01,2018-04-01,UNS:7283,ECO,25
2021,RfR,LOGNET,UN-PKO-1,Male,Bhutan,Asia-Pacific,Engineering,P-3,2020,436131,1238295,Roster,Yes,Peacekeeping Mission,2021-02-01,2020-11-01,UNS:3153,ENG,73
2021,PSJO,INFONET,UN-OAH-2,Female,China,Asia-Pacific,Language,P-4,2021,473418,1244898,Non-roster,No,OAH,2021-12-01,2021-06-01,UNS:8631,LAN,174
2019,RfR,POLNET,UN-PKO-1,Male,Sierra Leone,Africa,Human Rights Affairs,P-5,2019,366375,1248393,Roster,Yes,Peacekeeping Mission,2019-10-01,2019-08-01,UNS:6196,HRI,42
2021,PSJO,POLNET,UN-SPM-4,Male,Cameroon,Africa,Political Affairs,P-3,2021,448071,1296981,Non-roster,No,Special Political Mission,2021-11-01,2021-02-01,UNS:5119,POL,279
2021,RfR,POLNET,UN-PKO-1,Female,Brazil,Latin American and Caribbean,Political Affairs,P-3,2021,459903,1324098,Roster,Yes,Peacekeeping Mission,2021-06-01,2021-04-01,UNS:5119,POL,58
2018,PSJO,DEVNET,UN-DEPT-3,Female,United Kingdom,Western Europe and Others,Social Affairs,P-3,2018,305490,1325316,Roster,Yes,Department,2018-09-01,2018-08-01,UNS:6384,SOC,43
2017,PSJO,DEVNET,UN-DEPT-3,Male,Japan,Asia-Pacific,Economic Affairs,P-5,2016,213036,1326939,Roster,Yes,Department,2017-03-01,2016-12-01,UNS:7333,ECO,91
2017,PSJO,POLNET,UN-PKO-1,Male,Benin,Africa,Political Affairs,P-4,2015,145194,1329657,Non-roster,No,Peacekeeping Mission,2017-03-01,2015-09-01,UNS:5121,POL,535
2017,PSJO,POLNET,UN-PKO-1,Male,United Kingdom,Western Europe and Others,Political Affairs,P-5,2016,161253,1382061,Non-roster,No,Peacekeeping Mission,2017-04-01,2016-01-01,UNS:8722,POL,465
2017,PSJO,INFONET,UN-OAH-2,Female,Syrian Arab Republic,Asia-Pacific,Language,P-5,2016,186816,1411704,Non-roster,Yes,OAH,2017-01-01,2016-06-01,UNS:8453,LAN,208
2017,PSJO,DEVNET,UN-DEPT-3,Female,Kenya,Africa,Programme Management,P-5,2016,208038,1441347,Non-roster,No,Department,2017-09-01,2016-12-01,UNS:6291,PGM,290
2022,PSJO,DEVNET,UN-OAH-2,Male,France,Western Europe and Others,Programme Management,P-3,2022,526083,1455381,Non-roster,No,OAH,2022-06-01,2022-03-01,UNS:8412,PGM,119
2021,PSJO,POLNET,UN-PKO-1,Female,Cameroon,Africa,Political Affairs,P-3,2021,459492,1480467,Non-roster,No,Peacekeeping Mission,2021-11-01,2021-04-01,UNS:3926,POL,213
2018,PSJO,DEVNET,UN-DEPT-3,Male,Norway,Western Europe and Others,Sustainable Development,P-3,2017,269079,1486488,Non-roster,No,Department,2018-08-01,2017-12-01,UNS:6657,SUS,216
2018,PSJO,MAGNET,UN-DEPT-3,Male,Tunisia,Africa,Finance,P-4,2017,263337,1504185,Roster,Yes,Department,2018-02-01,2017-11-01,UNS:3350,FIN,78
2019,PSJO,LOGNET,UN-OAH-2,Male,Italy,Western Europe and Others,Engineering,P-4,2019,382215,1521951,Roster,Yes,OAH,2019-12-01,2019-12-01,UNS:3156,ENG,10
2018,PSJO,DEVNET,UN-DEPT-3,Female,Turkey,Western Europe and Others,Statistics,P-5,2018,294294,1551075,Non-roster,No,Department,2018-07-01,2018-07-01,UNS:7585,STT,17
2019,RfR,INFONET,UN-PKO-1,Male,Cameroon,Africa,Public Information,P-3,2018,312537,1742013,Roster,Yes,Peacekeeping Mission,2019-01-01,2018-09-01,UNS:5560,PUB,126
2021,RfR,LOGNET,UN-PKO-1,Male,Bangladesh,Asia-Pacific,Procurement,P-3,2020,441357,1781034,Roster,Yes,Peacekeeping Mission,2021-04-01,2020-12-01,UNS:5223,PRO,104
2021,RfR,INFONET,UN-PKO-1,Male,Mali,Africa,Public Information,P-3,2020,431925,1786893,Roster,Yes,Peacekeeping Mission,2021-08-01,2020-11-01,UNS:5560,PUB,265
2021,PSJO,POLNET,UN-OFFICE-5,Female,Turkey,Western Europe and Others,Political Affairs,P-5,2021,475494,1798317,Non-roster,No,Office,2021-12-01,2021-07-01,UNS:6285,POL,133
2021,RfR,POLNET,UN-PKO-1,Male,Italy,Western Europe and Others,Security Institutions,P-3,2021,482649,1825548,Roster,Yes,Peacekeeping Mission,2021-10-01,2021-08-01,UNS:6096,SEI,60
2019,PSJO,POLNET,UN-OFFICE-5,Female,Netherlands,Western Europe and Others,Political Affairs,P-4,2018,323121,1860753,Non-roster,No,Office,2019-06-01,2018-12-01,UNS:5121,POL,165
2020,PSJO,DEVNET,UN-DEPT-3,Male,Austria,Western Europe and Others,Programme Management,P-3,2019,329460,1883265,Non-roster,No,Department,2020-07-01,2019-02-01,UNS:8412,PGM,517
2021,PSJO,MAGNET,UN-OAH-2,Male,Kenya,Africa,Finance,P-3,2021,477612,1900599,Non-roster,No,OAH,2021-10-01,2021-07-01,UNS:1012,FIN,98
2018,PSJO,MAGNET,UN-OAH-2,Male,Germany,Western Europe and Others,Finance,P-4,2018,283221,1928463,Non-roster,No,OAH,2018-07-01,2018-03-01,UNS:3350,FIN,122
2021,RfR,SAFETYNET,UN-PKO-1,Male,Lebanon,Asia-Pacific,Security,P-3,2020,429486,1940946,Roster,Yes,Peacekeeping Mission,2021-04-01,2020-11-01,UNS:4976,SEC,149
2020,RfR,POLNET,UN-PKO-1,Female,France,Western Europe and Others,Political Affairs,P-4,2020,407868,1971432,Roster,Yes,Peacekeeping Mission,2020-09-01,2020-05-01,UNS:6453,POL,116
2017,PSJO,MAGNET,UN-DEPT-3,Female,Romania,Eastern European,Administration,P-4,2017,216471,2005737,Roster,Yes,Department,2017-05-01,2017-01-01,UNS:1103,ADM,108
2019,PSJO,DEVNET,UN-PKO-1,Male,"Congo, The Democratic Republic",Africa,Programme Management,P-3,2018,257274,2050584,Non-roster,No,Peacekeeping Mission,2019-02-01,2018-02-01,UNS:8412,PGM,387
2017,PSJO,DEVNET,UN-DEPT-3,Male,Brazil,Latin American and Caribbean,Public Administration,P-5,2017,218268,2065995,Non-roster,No,Department,2017-09-01,2017-02-01,UNS:10100,PBA,235
2020,PSJO,DEVNET,UN-DEPT-3,Male,Morocco,Africa,Economic Affairs,P-5,2019,361527,2070258,Non-roster,No,Department,2020-07-01,2019-07-01,UNS:7577,ECO,355
2019,PSJO,INFONET,UN-OAH-2,Male,Jordan,Asia-Pacific,Language,P-4,2019,342828,2097984,Non-roster,No,OAH,2019-08-01,2019-04-01,UNS:8226,LAN,149
2017,RfR,DEVNET,UN-PKO-1,Male,United Kingdom,Western Europe and Others,Programme Management,P-4,2017,213042,2125746,Roster,Yes,Peacekeeping Mission,2017-04-01,2017-02-01,UNS:5283,PGM,77
2018,PSJO,DEVNET,UN-DEPT-3,Male,Malawi,Africa,Statistics,P-3,2017,217482,2163654,Non-roster,Yes,Department,2018-04-01,2017-01-01,UNS:6539,STT,448
2017,PSJO,POLNET,UN-PKO-1,Male,United Kingdom,Western Europe and Others,Political Affairs,P-5,2015,145851,2229237,Non-roster,No,Peacekeeping Mission,2017-04-01,2015-09-01,UNS:7444,POL,563
2022,PSJO,INFONET,UN-OAH-2,Female,France,Western Europe and Others,Language,P-5,2021,505896,2231520,Non-roster,No,OAH,2022-03-01,2021-11-01,UNS:8701,LAN,120
2018,PSJO,INFONET,UN-OAH-2,Female,Spain,Western Europe and Others,Language,P-4,2018,274842,2240724,Roster,Yes,OAH,2018-03-01,2018-01-01,UNS:8634,LAN,42
2019,PSJO,DEVNET,UN-DEPT-3,Female,Japan,Asia-Pacific,Programme Management,P-4,2019,337563,2245869,Non-roster,No,Department,2019-08-01,2019-03-01,UNS:2951,PGM,151
2022,PSJO,DEVNET,UN-DEPT-3,Female,Saudi Arabia,Asia-Pacific,Social Affairs,P-5,2022,541299,2260791,Roster,Yes,Department,2022-07-01,2022-05-01,UNS:6332,SOC,56
2019,PSJO,LOGNET,UN-OAH-2,Male,Spain,Western Europe and Others,Procurement,P-3,2019,348081,2291184,Roster,Yes,OAH,2019-07-01,2019-05-01,UNS:5223,PRO,61
